id,name,position,salary,age,department,education_level,years_at_company,work_life_balance,job_satisfaction,performance_rating,left_company
4491,Employee_4491,Analyst,146759,36,Marketing,Bachelors,32,3,4,1,1
4492,Employee_4492,Sales,61711,26,Marketing,Bachelors,27,1,2,1,0
4493,Employee_4493,Analyst,55059,34,HR,Masters,22,3,5,4,0
4494,Employee_4494,Engineer,88398,22,Finance,Bachelors,6,2,3,2,0
4495,Employee_4495,Sales,41286,45,HR,High School,1,1,4,4,0
4496,Employee_4496,Engineer,74297,51,HR,PhD,0,3,3,1,0
4497,Employee_4497,Analyst,148304,33,Marketing,PhD,3,1,1,5,0
4498,Employee_4498,Manager,144959,38,Finance,High School,7,4,2,4,0
4499,Employee_4499,HR,140181,37,R&D,Bachelors,28,4,5,1,0
4500,Employee_4500,Engineer,148245,48,Finance,Masters,17,2,1,5,0
4501,Employee_4501,Analyst,66485,32,HR,PhD,36,4,4,4,0
4502,Employee_4502,Sales,99967,55,IT,High School,30,5,3,4,0
4503,Employee_4503,Engineer,137803,42,Finance,High School,5,3,2,1,0
4504,Employee_4504,Engineer,94583,59,Marketing,Bachelors,23,5,5,1,0
4505,Employee_4505,HR,91630,21,IT,Masters,14,4,3,5,0
4506,Employee_4506,Analyst,67086,57,R&D,Masters,39,2,5,3,0
4507,Employee_4507,Manager,56484,41,R&D,Bachelors,11,5,5,5,0
4508,Employee_4508,Sales,108623,21,IT,High School,13,2,3,4,0
4509,Employee_4509,Analyst,144132,24,R&D,Bachelors,26,1,5,4,0
4510,Employee_4510,Sales,99263,52,IT,Bachelors,36,5,4,4,0
4511,Employee_4511,Engineer,58675,21,HR,Bachelors,12,1,2,1,0
4512,Employee_4512,HR,100664,33,IT,High School,37,5,1,4,0
4513,Employee_4513,HR,64680,37,HR,PhD,37,3,2,4,0
4514,Employee_4514,Manager,57077,32,Marketing,High School,2,2,1,5,0
4515,Employee_4515,HR,78174,27,Marketing,PhD,15,1,4,1,0
4516,Employee_4516,Engineer,116968,23,R&D,PhD,11,4,2,5,0
4517,Employee_4517,Manager,43491,46,IT,Bachelors,13,5,4,3,0
4518,Employee_4518,Analyst,86126,51,HR,Masters,33,1,3,5,0
4519,Employee_4519,HR,43392,56,Marketing,Bachelors,30,5,1,5,0
4520,Employee_4520,Manager,102257,46,Marketing,High School,38,5,3,3,0
4521,Employee_4521,Engineer,107804,23,Marketing,Masters,4,5,3,5,0
4522,Employee_4522,Sales,78400,64,R&D,Masters,11,1,2,4,0
4523,Employee_4523,Sales,76551,48,Marketing,High School,25,1,5,4,0
4524,Employee_4524,Engineer,68088,64,Finance,High School,16,5,5,2,1
4525,Employee_4525,Engineer,120015,37,R&D,Bachelors,10,4,4,1,0
4526,Employee_4526,Sales,65465,58,IT,High School,32,2,2,4,0
4527,Employee_4527,Manager,88155,50,Finance,PhD,39,5,3,1,0
4528,Employee_4528,Sales,127893,22,R&D,PhD,3,4,4,5,0
4529,Employee_4529,Engineer,45969,28,R&D,Masters,31,2,3,2,0
4530,Employee_4530,HR,48981,34,HR,Bachelors,30,5,4,4,0
4531,Employee_4531,Analyst,61032,57,Finance,Bachelors,10,2,1,5,0
4532,Employee_4532,HR,94091,55,Finance,Masters,16,5,4,2,0
4533,Employee_4533,HR,147154,62,Finance,High School,26,1,4,5,0
4534,Employee_4534,Engineer,64408,59,Marketing,Bachelors,7,5,3,1,0
4535,Employee_4535,Sales,64241,31,Marketing,Masters,20,5,5,5,0
4536,Employee_4536,Manager,87940,35,IT,Masters,32,5,3,5,0
4537,Employee_4537,HR,122938,22,IT,PhD,4,5,2,5,1
4538,Employee_4538,Sales,91105,57,IT,Masters,31,4,3,2,0
4539,Employee_4539,Manager,131302,63,Marketing,High School,24,3,5,5,0
4540,Employee_4540,HR,101050,52,HR,High School,7,4,2,2,0
4541,Employee_4541,Manager,43657,60,IT,High School,26,4,5,2,0
4542,Employee_4542,Sales,61230,33,R&D,High School,25,1,2,3,0
4543,Employee_4543,Analyst,58680,63,Marketing,Masters,39,5,3,5,1
4544,Employee_4544,Sales,122694,37,HR,Bachelors,28,4,5,4,1
4545,Employee_4545,Engineer,124731,35,R&D,Masters,8,2,5,2,0
4546,Employee_4546,Manager,82340,53,R&D,Bachelors,17,5,1,5,0
4547,Employee_4547,Analyst,75950,36,Marketing,Bachelors,6,1,1,4,0
4548,Employee_4548,Manager,118515,33,Finance,Bachelors,20,1,4,1,0
4549,Employee_4549,Manager,47867,42,HR,PhD,15,2,1,4,0
4550,Employee_4550,HR,120691,43,Marketing,High School,2,1,5,2,0
4551,Employee_4551,Engineer,118542,56,Finance,PhD,31,5,4,2,0
4552,Employee_4552,Manager,44329,63,Marketing,Masters,9,3,3,2,0
4553,Employee_4553,Sales,128087,30,Marketing,PhD,31,3,4,3,0
4554,Employee_4554,Sales,75865,37,R&D,Bachelors,7,4,2,4,0
4555,Employee_4555,HR,106940,50,Marketing,Masters,31,1,4,5,0
4556,Employee_4556,Engineer,77869,33,Finance,High School,3,5,1,5,1
4557,Employee_4557,Engineer,106905,50,R&D,Bachelors,28,2,3,2,1
4558,Employee_4558,Sales,144969,50,Finance,High School,11,2,2,4,0
4559,Employee_4559,Analyst,123984,27,Finance,PhD,36,5,4,1,0
4560,Employee_4560,HR,141069,30,R&D,High School,35,5,3,4,0
4561,Employee_4561,HR,129711,55,Finance,Masters,18,2,1,5,0
4562,Employee_4562,Sales,106252,22,IT,Bachelors,36,1,3,2,0
4563,Employee_4563,Sales,119386,50,Marketing,High School,30,4,3,4,0
4564,Employee_4564,Analyst,41711,39,R&D,PhD,25,4,2,3,0
4565,Employee_4565,Analyst,65801,59,R&D,Masters,5,4,5,2,0
4566,Employee_4566,Engineer,127287,57,IT,Bachelors,28,5,1,3,0
4567,Employee_4567,HR,144565,23,IT,PhD,16,2,2,2,0
4568,Employee_4568,HR,130709,45,IT,Bachelors,19,2,2,5,1
4569,Employee_4569,Sales,93270,54,IT,High School,9,2,2,1,1
4570,Employee_4570,Engineer,111622,42,HR,PhD,5,2,5,4,0
4571,Employee_4571,HR,95535,58,R&D,PhD,31,2,5,4,0
4572,Employee_4572,Engineer,116759,34,Finance,High School,1,3,4,2,0
4573,Employee_4573,Engineer,56220,59,R&D,PhD,9,5,4,1,0
4574,Employee_4574,Sales,53392,22,R&D,PhD,36,5,1,1,0
4575,Employee_4575,Engineer,125587,52,R&D,PhD,26,3,1,5,0
4576,Employee_4576,Analyst,42246,63,IT,High School,18,4,5,3,0
4577,Employee_4577,Analyst,60010,23,IT,High School,15,1,5,4,0
4578,Employee_4578,Manager,108358,61,HR,Bachelors,19,5,5,2,0
4579,Employee_4579,Sales,130203,28,R&D,High School,35,5,2,1,0
4580,Employee_4580,Manager,57234,46,Marketing,PhD,4,3,5,4,0
4581,Employee_4581,Analyst,136190,52,HR,High School,17,5,2,4,0
4582,Employee_4582,Manager,89451,31,IT,PhD,7,5,2,4,0
4583,Employee_4583,Sales,115205,21,R&D,PhD,12,4,1,1,1
4584,Employee_4584,Sales,61784,35,IT,PhD,9,3,3,5,1
4585,Employee_4585,Engineer,69672,24,Finance,High School,35,5,4,4,0
4586,Employee_4586,HR,41082,24,IT,PhD,18,2,4,1,1
4587,Employee_4587,Engineer,51148,48,IT,Bachelors,30,3,1,1,0
4588,Employee_4588,Sales,67494,30,HR,Masters,35,4,1,2,0
4589,Employee_4589,Analyst,146471,31,Finance,Masters,28,1,5,5,1
4590,Employee_4590,Analyst,115093,43,Marketing,Bachelors,22,5,5,5,0
4591,Employee_4591,Engineer,91952,23,Marketing,Masters,31,2,5,5,1
4592,Employee_4592,Sales,76719,59,Marketing,Bachelors,10,2,2,1,1
4593,Employee_4593,Analyst,88737,59,R&D,High School,1,1,2,1,1
4594,Employee_4594,Sales,99453,37,Marketing,Masters,31,3,5,5,0
4595,Employee_4595,Analyst,147271,42,R&D,Bachelors,4,4,2,1,0
4596,Employee_4596,Sales,79536,47,IT,Bachelors,30,5,1,5,0
4597,Employee_4597,Manager,90604,36,Marketing,PhD,12,5,5,2,0
4598,Employee_4598,Sales,90833,36,HR,High School,21,5,4,3,0
4599,Employee_4599,Sales,54039,60,Finance,Bachelors,34,2,4,3,1
4600,Employee_4600,Engineer,107839,23,Finance,Masters,18,3,2,3,0
4601,Employee_4601,Manager,87931,53,IT,PhD,28,1,4,3,0
4602,Employee_4602,HR,79925,62,Finance,PhD,22,3,5,2,0
4603,Employee_4603,Engineer,91003,22,Finance,PhD,18,4,4,1,0
4604,Employee_4604,HR,123817,59,IT,High School,15,4,1,2,0
4605,Employee_4605,Analyst,88897,47,IT,Bachelors,30,1,2,4,0
4606,Employee_4606,HR,127745,35,IT,High School,15,2,4,1,0
4607,Employee_4607,Sales,133709,27,HR,Bachelors,25,1,2,5,0
4608,Employee_4608,HR,82287,62,IT,PhD,2,4,1,4,0
4609,Employee_4609,Engineer,130726,29,IT,Masters,22,2,4,4,0
4610,Employee_4610,Engineer,73012,61,IT,Masters,8,3,5,2,0
4611,Employee_4611,HR,147252,26,Marketing,High School,23,4,3,4,0
4612,Employee_4612,Engineer,81783,32,Marketing,PhD,32,2,4,2,0
4613,Employee_4613,Engineer,149323,50,HR,Bachelors,13,2,1,4,1
4614,Employee_4614,HR,125727,40,HR,High School,27,5,3,2,0
4615,Employee_4615,Manager,108315,40,Finance,PhD,23,3,4,1,0
4616,Employee_4616,Manager,123766,47,Marketing,High School,6,2,2,4,0
4617,Employee_4617,Analyst,86491,40,HR,Masters,37,1,1,2,0
4618,Employee_4618,Engineer,128941,27,HR,PhD,24,3,4,3,1
4619,Employee_4619,HR,98584,60,Finance,High School,1,3,1,3,0
4620,Employee_4620,Engineer,52803,60,IT,Bachelors,0,4,5,4,0
4621,Employee_4621,Sales,89625,50,R&D,Masters,22,3,3,2,0
4622,Employee_4622,Engineer,133361,28,Finance,Bachelors,39,3,3,1,0
4623,Employee_4623,Engineer,53698,22,R&D,High School,17,5,5,4,1
4624,Employee_4624,Manager,74560,34,Finance,PhD,7,3,3,1,0
4625,Employee_4625,HR,55376,30,Finance,Masters,33,2,3,2,0
4626,Employee_4626,Engineer,123654,38,IT,Bachelors,7,1,5,3,0
4627,Employee_4627,Manager,53117,38,HR,Bachelors,28,5,2,2,0
4628,Employee_4628,Analyst,145519,36,Marketing,PhD,12,5,3,1,1
4629,Employee_4629,Manager,96381,25,Finance,High School,0,5,2,3,0
4630,Employee_4630,Manager,77956,51,IT,Bachelors,28,5,1,4,0
4631,Employee_4631,Manager,88786,57,R&D,High School,36,4,1,3,0
4632,Employee_4632,Engineer,143585,40,HR,High School,0,5,3,4,0
4633,Employee_4633,Engineer,127778,43,Finance,High School,4,4,1,4,0
4634,Employee_4634,Analyst,106480,52,R&D,PhD,1,4,5,3,0
4635,Employee_4635,Sales,71695,62,Finance,High School,21,3,3,3,0
4636,Employee_4636,Sales,41511,37,Marketing,Masters,29,1,5,1,0
4637,Employee_4637,Sales,93233,33,Marketing,PhD,10,3,2,3,0
4638,Employee_4638,Analyst,62502,33,HR,Bachelors,28,4,4,5,0
4639,Employee_4639,Sales,90010,37,R&D,PhD,2,3,4,3,1
4640,Employee_4640,Sales,130341,35,Marketing,Bachelors,12,2,3,1,0
4641,Employee_4641,Manager,132529,46,IT,Masters,2,5,5,5,0
4642,Employee_4642,Engineer,113905,64,HR,High School,9,5,4,5,1
4643,Employee_4643,Engineer,86489,48,Finance,High School,3,4,3,2,1
4644,Employee_4644,Manager,140919,62,R&D,High School,13,3,4,5,0
4645,Employee_4645,Manager,123533,50,R&D,High School,22,2,4,4,0
4646,Employee_4646,Manager,121165,63,IT,PhD,16,2,1,1,0
4647,Employee_4647,Engineer,71949,55,Marketing,Masters,0,2,3,2,0
4648,Employee_4648,Sales,108376,42,R&D,Bachelors,14,4,4,3,1
4649,Employee_4649,Manager,119587,30,IT,PhD,1,3,3,5,0
4650,Employee_4650,Analyst,133059,31,IT,High School,17,2,1,2,0
4651,Employee_4651,Manager,107310,58,Finance,High School,38,2,3,4,0
4652,Employee_4652,HR,118798,53,IT,High School,21,3,1,2,0
4653,Employee_4653,Manager,109407,26,HR,Bachelors,27,3,4,4,0
4654,Employee_4654,Engineer,113809,57,R&D,Bachelors,29,5,4,2,0
4655,Employee_4655,Manager,57229,27,HR,PhD,12,1,4,2,0
4656,Employee_4656,HR,67385,64,IT,Masters,2,1,1,3,0
4657,Employee_4657,Analyst,82176,32,IT,Bachelors,2,2,2,3,0
4658,Employee_4658,Sales,134825,27,HR,PhD,25,3,1,3,0
4659,Employee_4659,Manager,43260,22,Finance,Bachelors,3,5,1,2,0
4660,Employee_4660,HR,137555,21,IT,PhD,15,4,5,5,0
4661,Employee_4661,HR,43145,43,HR,High School,27,1,4,2,0
4662,Employee_4662,Analyst,137289,45,HR,Bachelors,7,1,4,3,0
4663,Employee_4663,Engineer,47802,38,R&D,High School,39,3,5,2,1
4664,Employee_4664,Manager,42263,64,Finance,Masters,15,4,2,5,1
4665,Employee_4665,HR,66913,27,Marketing,High School,30,1,3,4,0
4666,Employee_4666,Analyst,97788,23,HR,Masters,22,5,4,1,0
4667,Employee_4667,Sales,48155,49,R&D,Bachelors,1,1,4,3,0
4668,Employee_4668,HR,40922,30,Marketing,Masters,8,3,1,2,0
4669,Employee_4669,Analyst,112231,63,R&D,High School,26,3,2,5,0
4670,Employee_4670,Engineer,60672,25,R&D,Bachelors,21,4,2,3,0
4671,Employee_4671,Engineer,78526,54,Finance,PhD,33,1,2,3,0
4672,Employee_4672,HR,85344,28,IT,Bachelors,8,4,2,4,1
4673,Employee_4673,HR,59014,34,Finance,PhD,32,1,5,1,0
4674,Employee_4674,Manager,113352,60,Marketing,High School,37,2,1,2,0
4675,Employee_4675,Analyst,131279,26,Finance,Bachelors,33,1,5,2,0
4676,Employee_4676,HR,80324,21,IT,PhD,34,3,5,3,0
4677,Employee_4677,Manager,134075,53,Finance,High School,25,3,3,5,0
4678,Employee_4678,Manager,135638,60,Finance,Masters,6,2,1,3,0
4679,Employee_4679,HR,78698,31,Finance,PhD,26,1,2,4,0
4680,Employee_4680,Engineer,117169,44,HR,Masters,11,1,1,1,0
4681,Employee_4681,Analyst,63384,30,HR,Bachelors,16,3,2,4,0
4682,Employee_4682,Analyst,43512,64,Finance,PhD,20,2,3,5,1
4683,Employee_4683,Engineer,46066,43,IT,High School,21,3,4,2,0
4684,Employee_4684,HR,71500,36,IT,High School,25,2,5,5,0
4685,Employee_4685,Analyst,118743,57,IT,Masters,38,3,3,4,1
4686,Employee_4686,HR,125642,36,IT,High School,12,5,5,2,1
4687,Employee_4687,HR,119858,64,R&D,Bachelors,22,1,2,1,0
4688,Employee_4688,Manager,94800,51,Finance,Bachelors,29,4,2,3,0
4689,Employee_4689,Engineer,103140,26,Finance,Masters,16,5,3,1,0
4690,Employee_4690,HR,140364,50,R&D,PhD,26,3,4,3,1
4691,Employee_4691,Sales,124954,57,IT,High School,19,2,4,1,0
4692,Employee_4692,Engineer,42387,21,Marketing,Bachelors,6,4,5,2,0
4693,Employee_4693,Analyst,96160,62,Marketing,PhD,3,2,2,2,0
4694,Employee_4694,Manager,99241,45,R&D,Bachelors,30,2,2,2,0
4695,Employee_4695,Analyst,113567,41,Marketing,Bachelors,29,1,4,3,0
4696,Employee_4696,Analyst,41799,55,HR,PhD,30,3,2,2,0
4697,Employee_4697,Engineer,75548,58,Finance,PhD,3,1,2,5,0
4698,Employee_4698,Analyst,73895,25,Marketing,High School,17,2,3,3,0
4699,Employee_4699,HR,130450,32,HR,Masters,19,1,4,2,0
4700,Employee_4700,Analyst,145669,25,Finance,Masters,39,5,4,2,1
4701,Employee_4701,Manager,120171,29,HR,Bachelors,39,2,1,1,1
4702,Employee_4702,Manager,80379,64,Finance,Masters,22,2,4,5,1
4703,Employee_4703,Sales,85414,29,Finance,Bachelors,37,5,4,5,1
4704,Employee_4704,Manager,113071,55,Marketing,PhD,8,2,1,3,0
4705,Employee_4705,Analyst,147668,21,R&D,Bachelors,15,4,2,5,1
4706,Employee_4706,Manager,108344,30,Marketing,High School,20,4,2,2,0
4707,Employee_4707,Engineer,118591,59,IT,Bachelors,8,3,5,3,0
4708,Employee_4708,Manager,133141,56,HR,Bachelors,24,3,2,4,0
4709,Employee_4709,HR,132201,57,IT,High School,35,1,4,1,0
4710,Employee_4710,Engineer,138303,55,Finance,High School,13,1,5,1,0
4711,Employee_4711,Sales,44297,37,Marketing,Masters,16,5,5,4,0
4712,Employee_4712,HR,149513,33,IT,PhD,27,5,2,3,0
4713,Employee_4713,Analyst,126479,26,IT,PhD,7,2,5,4,0
4714,Employee_4714,Analyst,138752,57,IT,High School,13,3,1,5,0
4715,Employee_4715,Analyst,45008,52,Finance,PhD,14,3,5,2,0
4716,Employee_4716,HR,126813,31,Finance,Bachelors,38,3,3,4,0
4717,Employee_4717,HR,56820,37,Finance,PhD,24,3,1,4,0
4718,Employee_4718,HR,111548,25,IT,High School,10,1,4,5,0
4719,Employee_4719,Engineer,62253,26,HR,PhD,28,4,2,3,0
4720,Employee_4720,Engineer,69202,30,Marketing,High School,2,5,2,2,1
4721,Employee_4721,Analyst,69236,53,Marketing,Masters,38,5,3,2,0
4722,Employee_4722,Manager,107156,50,Finance,High School,21,3,2,1,0
4723,Employee_4723,Analyst,100263,41,IT,Bachelors,36,3,4,2,0
4724,Employee_4724,Sales,139252,62,HR,Bachelors,19,1,5,2,0
4725,Employee_4725,Engineer,114855,37,R&D,Bachelors,18,1,2,2,0
4726,Employee_4726,HR,56575,47,Finance,High School,12,5,4,2,0
4727,Employee_4727,Engineer,52204,23,R&D,High School,26,3,1,5,0
4728,Employee_4728,HR,51952,49,Marketing,Bachelors,18,3,4,1,0
4729,Employee_4729,Sales,123323,22,Marketing,PhD,15,5,3,4,0
4730,Employee_4730,Sales,91142,49,HR,High School,1,1,4,1,0
4731,Employee_4731,Engineer,73872,56,HR,PhD,0,5,2,3,0
4732,Employee_4732,HR,69376,54,R&D,Masters,2,1,5,4,0
4733,Employee_4733,Sales,106084,57,Marketing,Masters,23,1,4,1,0
4734,Employee_4734,Analyst,51640,62,HR,Masters,37,1,3,1,0
4735,Employee_4735,Analyst,66437,21,HR,Masters,1,3,1,1,0
4736,Employee_4736,HR,127681,46,Marketing,Bachelors,15,5,3,1,0
4737,Employee_4737,Engineer,47903,21,Marketing,High School,28,1,1,1,1
4738,Employee_4738,Sales,123704,24,IT,Masters,36,4,4,1,0
4739,Employee_4739,Engineer,66863,59,HR,Bachelors,3,1,5,5,0
4740,Employee_4740,Analyst,83381,34,R&D,Masters,13,1,3,5,0
4741,Employee_4741,Sales,68548,38,Finance,High School,16,1,5,4,0
4742,Employee_4742,Engineer,89956,54,Finance,Masters,16,2,4,2,0
4743,Employee_4743,Manager,114526,21,Marketing,Masters,19,4,5,1,0
4744,Employee_4744,HR,51467,42,R&D,PhD,28,3,5,2,0
4745,Employee_4745,HR,97954,36,IT,PhD,25,5,3,5,0
4746,Employee_4746,Manager,63901,42,HR,PhD,37,5,4,3,0
4747,Employee_4747,Analyst,95983,36,IT,PhD,16,5,5,1,0
4748,Employee_4748,Sales,63301,48,R&D,Masters,11,3,1,4,0
4749,Employee_4749,HR,142542,48,IT,Masters,27,1,2,2,0
4750,Employee_4750,Manager,125180,42,Marketing,PhD,8,4,1,4,0
4751,Employee_4751,Manager,109903,26,Finance,High School,31,5,5,1,0
4752,Employee_4752,Analyst,143955,45,Marketing,Bachelors,33,2,4,2,1
4753,Employee_4753,Analyst,56204,62,HR,Masters,15,2,1,2,0
4754,Employee_4754,Engineer,59755,22,Marketing,PhD,30,4,4,1,0
4755,Employee_4755,HR,99817,27,R&D,Bachelors,26,5,1,3,0
4756,Employee_4756,Engineer,42093,37,R&D,PhD,28,1,4,1,0
4757,Employee_4757,Manager,109537,55,HR,PhD,0,5,5,4,0
4758,Employee_4758,Sales,136319,40,HR,High School,26,1,3,5,0
4759,Employee_4759,Sales,62940,64,Finance,High School,31,5,1,5,0
4760,Employee_4760,Analyst,113346,22,IT,Masters,10,2,4,5,0
4761,Employee_4761,Sales,84040,27,Finance,PhD,34,3,1,2,0
4762,Employee_4762,Sales,77322,52,Marketing,Bachelors,1,4,4,2,0
4763,Employee_4763,Sales,131544,39,IT,Masters,0,1,4,1,0
4764,Employee_4764,Manager,124437,32,HR,High School,5,3,3,2,1
4765,Employee_4765,Sales,132969,29,R&D,Masters,6,1,4,4,0
4766,Employee_4766,Sales,147001,47,Marketing,Masters,1,4,1,1,0
4767,Employee_4767,Sales,127725,34,Finance,PhD,1,3,5,4,0
4768,Employee_4768,Engineer,134266,22,HR,Bachelors,4,3,2,5,0
4769,Employee_4769,Manager,49236,41,IT,High School,12,4,4,4,0
4770,Employee_4770,Analyst,112597,24,IT,Masters,18,4,2,5,0
4771,Employee_4771,Engineer,124124,41,R&D,Masters,18,1,5,2,0
4772,Employee_4772,HR,43902,42,HR,PhD,0,3,2,1,1
4773,Employee_4773,Manager,139656,22,HR,Masters,34,4,4,3,0
4774,Employee_4774,Manager,74364,37,Marketing,Bachelors,17,1,1,4,0
4775,Employee_4775,HR,147071,39,Marketing,PhD,31,5,3,1,0
4776,Employee_4776,HR,138983,60,IT,High School,31,4,4,3,0
4777,Employee_4777,HR,134410,44,Finance,Masters,7,3,4,1,0
4778,Employee_4778,Analyst,60096,40,IT,Masters,10,5,3,3,0
4779,Employee_4779,Sales,52020,58,Marketing,PhD,19,4,3,1,0
4780,Employee_4780,Manager,98473,32,Marketing,Masters,7,2,3,5,0
4781,Employee_4781,Sales,84153,45,Marketing,High School,27,3,3,3,0
4782,Employee_4782,Sales,81277,43,IT,Bachelors,20,3,3,1,0
4783,Employee_4783,HR,127221,54,HR,Bachelors,37,1,4,3,0
4784,Employee_4784,Analyst,78502,52,Finance,PhD,37,2,2,5,1
4785,Employee_4785,Engineer,55675,44,Finance,Masters,5,4,1,3,0
4786,Employee_4786,Analyst,64365,62,Marketing,PhD,1,2,4,3,0
4787,Employee_4787,Sales,127812,45,R&D,PhD,9,4,5,1,1
4788,Employee_4788,Analyst,118229,23,IT,PhD,8,1,4,4,0
4789,Employee_4789,HR,129049,45,HR,PhD,2,5,4,5,0
4790,Employee_4790,Engineer,92148,48,Marketing,PhD,1,2,2,1,0
4791,Employee_4791,HR,129157,32,R&D,Masters,35,3,3,2,0
4792,Employee_4792,Engineer,129247,46,Marketing,Bachelors,7,4,5,3,0
4793,Employee_4793,Sales,145711,64,R&D,Bachelors,8,2,2,2,0
4794,Employee_4794,Engineer,133321,28,Finance,Bachelors,25,4,1,1,0
4795,Employee_4795,Engineer,108078,25,R&D,Masters,33,2,5,4,1
4796,Employee_4796,Engineer,122598,31,Finance,Masters,29,3,5,5,0
4797,Employee_4797,Analyst,110902,62,Finance,PhD,37,4,2,1,0
4798,Employee_4798,Analyst,66465,55,IT,Bachelors,7,4,5,4,0
4799,Employee_4799,Sales,72286,47,R&D,PhD,2,5,4,1,0
4800,Employee_4800,Engineer,94795,61,HR,Bachelors,10,1,4,4,0
4801,Employee_4801,Manager,80178,64,HR,High School,24,2,3,2,0
4802,Employee_4802,Sales,148139,58,R&D,Masters,4,3,2,4,0
4803,Employee_4803,Engineer,119183,39,IT,High School,11,5,4,5,0
4804,Employee_4804,Engineer,143845,52,HR,Bachelors,29,5,5,2,0
4805,Employee_4805,Analyst,89986,48,Marketing,PhD,26,1,5,3,0
4806,Employee_4806,Sales,83201,56,HR,Masters,4,3,4,2,0
4807,Employee_4807,Engineer,83315,38,IT,Masters,19,2,2,2,0
4808,Employee_4808,Engineer,115396,30,Finance,PhD,20,4,2,3,1
4809,Employee_4809,Sales,95178,52,Finance,High School,2,1,1,2,0
4810,Employee_4810,Manager,50745,38,Finance,High School,3,4,2,2,0
4811,Employee_4811,Sales,112354,32,IT,High School,23,5,4,3,0
4812,Employee_4812,Sales,119637,28,Finance,High School,6,4,1,3,0
4813,Employee_4813,Manager,45028,53,Finance,Masters,23,2,5,5,0
4814,Employee_4814,Sales,138261,58,IT,Bachelors,10,2,4,2,1
4815,Employee_4815,Engineer,88566,34,Marketing,PhD,1,4,3,2,0
4816,Employee_4816,Sales,83722,22,HR,Bachelors,5,4,3,2,0
4817,Employee_4817,Manager,126623,29,IT,Bachelors,6,1,2,5,1
4818,Employee_4818,HR,114974,64,IT,High School,37,2,1,2,0
4819,Employee_4819,Sales,123692,25,R&D,Bachelors,17,4,1,3,0
4820,Employee_4820,Analyst,124084,54,Finance,High School,8,3,5,3,0
4821,Employee_4821,Engineer,79879,39,Marketing,High School,27,1,2,3,0
4822,Employee_4822,Engineer,64767,27,R&D,Bachelors,18,1,1,3,0
4823,Employee_4823,Analyst,144417,59,Marketing,PhD,3,1,4,4,0
4824,Employee_4824,Analyst,108099,62,Finance,Bachelors,3,1,5,3,1
4825,Employee_4825,Sales,88657,37,Finance,Bachelors,12,4,1,5,0
4826,Employee_4826,Analyst,48498,46,Finance,Masters,27,5,3,4,0
4827,Employee_4827,HR,113667,47,HR,High School,10,3,3,2,1
4828,Employee_4828,Manager,65107,63,Marketing,Masters,1,5,1,3,0
4829,Employee_4829,Analyst,68793,48,Marketing,PhD,5,5,3,2,0
4830,Employee_4830,Analyst,42696,40,R&D,Bachelors,11,4,4,3,0
4831,Employee_4831,HR,93839,26,IT,Masters,39,1,5,3,1
4832,Employee_4832,Engineer,129241,28,Finance,Masters,36,1,4,4,1
4833,Employee_4833,Engineer,63397,52,Finance,Bachelors,23,4,3,3,0
4834,Employee_4834,Sales,47704,39,R&D,Bachelors,8,4,1,3,0
4835,Employee_4835,HR,56442,52,Marketing,High School,25,2,1,1,0
4836,Employee_4836,Manager,103788,39,HR,High School,3,1,5,5,0
4837,Employee_4837,Manager,49765,44,Marketing,Masters,3,3,3,5,0
4838,Employee_4838,HR,50002,44,HR,Bachelors,33,2,3,2,0
4839,Employee_4839,Manager,51390,37,HR,High School,21,5,3,2,0
4840,Employee_4840,Engineer,84436,38,Marketing,High School,12,1,2,4,0
4841,Employee_4841,Manager,124482,32,Finance,PhD,14,4,1,2,0
4842,Employee_4842,Manager,46641,61,HR,Masters,39,4,3,1,0
4843,Employee_4843,HR,73709,43,R&D,Masters,37,4,5,2,0
4844,Employee_4844,HR,79309,38,R&D,Masters,1,1,2,3,0
4845,Employee_4845,Manager,55624,36,HR,Bachelors,1,3,3,2,0
4846,Employee_4846,Analyst,49966,36,Finance,PhD,7,4,1,2,0
4847,Employee_4847,HR,129350,56,HR,High School,37,1,2,3,0
4848,Employee_4848,Sales,74189,43,R&D,PhD,17,5,4,1,0
4849,Employee_4849,Sales,111301,42,R&D,High School,28,2,5,5,0
4850,Employee_4850,Engineer,135758,59,Marketing,High School,10,1,1,1,1
4851,Employee_4851,Manager,57223,53,Finance,PhD,5,1,4,1,0
4852,Employee_4852,Analyst,142305,44,Marketing,Masters,8,4,1,4,0
4853,Employee_4853,Engineer,118183,40,IT,Bachelors,21,2,5,4,0
4854,Employee_4854,Manager,143552,53,HR,PhD,24,2,3,3,0
4855,Employee_4855,HR,44959,51,Marketing,Masters,30,4,4,4,0
4856,Employee_4856,Sales,67257,60,Finance,Masters,20,3,4,5,1
4857,Employee_4857,Analyst,137520,28,HR,Bachelors,37,1,2,3,0
4858,Employee_4858,Sales,90802,30,HR,Bachelors,18,4,3,4,0
4859,Employee_4859,HR,127748,21,HR,Masters,9,3,5,2,0
4860,Employee_4860,Manager,67215,41,HR,Bachelors,36,4,2,4,0
4861,Employee_4861,HR,95046,45,HR,Masters,11,5,4,5,0
4862,Employee_4862,HR,142193,52,Finance,High School,18,3,1,4,0
4863,Employee_4863,Sales,134593,30,IT,Bachelors,1,3,5,3,0
4864,Employee_4864,Analyst,74094,29,R&D,High School,14,2,2,2,0
